Code,Description,Last_updated
10210012,Kingbird,09-21-2025
10211011,"Kingbird, NOS",09-21-2025
10212016,Idiopathic myoglobinuria,09-21-2025
10213014,Spontaneous myoglobinuria,09-21-2025
10214015,Meyer-Betz disease,09-21-2025
10215019,Acute paroxysmal myoglobinuria,09-21-2025
10216018,Rubella live virus vaccine,09-21-2025
10217010,German measles virus vaccine,09-21-2025
10218017,Rubella virus vaccine,09-21-2025
10219013,Crotalaria juncea,09-21-2025
10220019,Sunn hemp,09-21-2025
10221015,Radiologic,09-21-2025
10222010,Roentgenologic,09-21-2025
10223017,Poisoning by iodide,09-21-2025
10224011,Iodine poisoning,09-21-2025
10225012,Iodism,09-21-2025
10226013,Lipolytic enzyme preparation,09-21-2025
10227016,Superficial foreign body of cheek without major open wound AND without infection,09-21-2025
10228014,Superficial foreign body of cheek without major open wound and without infection,09-21-2025
10229018,Arthrobacter terregens,09-21-2025
10230011,Cowbone Ridge virus,09-21-2025
10231010,Piercing of external ear,09-21-2025
10232015,Piercing of ear lobe,09-21-2025
10233013,Piercing of pinna,09-21-2025
10234019,Blood group antibody Kp^a^,09-21-2025
10235018,Blood group antibody K3,09-21-2025
10236017,Senile arteritis,09-21-2025
10237014,Repetition failure,09-21-2025
10238016,"Arthrodesis of carpometacarpal joint of digits, other than thumb",09-21-2025
10239012,"Immunoglobulin IgD, H chain",09-21-2025
10240014,Tegmental portion of pons,09-21-2025
10241013,School administrator of college-university,09-21-2025
10242018,Calcium,09-21-2025
10243011,"Calcium, NOS",09-21-2025
10244017,Hemorrhoidectomy by injection,09-21-2025
10245016,Injection of sclerosing solution into hemorrhoids,09-21-2025
10247012,Crista marginalis of tooth,09-21-2025
10248019,Retired procedure,09-21-2025
10249010,Longitudinal layer of duodenal muscularis propria,09-21-2025
10250010,Repair of carotid body,09-21-2025
10251014,"Repair of carotid body, NOS",09-21-2025
10252019,Fetus OR newborn affected by external version before labor,09-21-2025
10253012,Fetus or newborn affected by external version before labor,09-21-2025
10254018,^233^Plutonium,09-21-2025
10255017,2-Dehydro-3-deoxy-D-pentonate aldolase,09-21-2025
10256016,2-Keto-3-deoxy-D-pentonate aldolase,09-21-2025
10257013,Living in temporary quarters,09-21-2025
10258015,Holanthias martinicensis,09-21-2025
10259011,Roughtongue bass,09-21-2025
10260018,Direct laryngoscopy with arytenoidectomy with operating microscope,09-21-2025
10261019,Disease of ovary,09-21-2025
10262014,"Disease of ovary, NOS",09-21-2025
10263016,"Ovarian disorder, NOS",09-21-2025
10264010,Ovarian disorder,09-21-2025
10265011,Excision of lesion of bile ducts,09-21-2025
10266012,Excision of lesion of hepatic ducts,09-21-2025
10267015,Lathe setter-operator,09-21-2025
10268013,"Leptospira interrogans, serogroup australis",09-21-2025
10269017,Manually assisted spontaneous delivery,09-21-2025
10270016,Assisted spontaneous delivery,09-21-2025
10271017,Cercopithecus pygerythrus,09-21-2025
10272012,Vervet monkey guenon,09-21-2025
10273019,Working diagnosis,09-21-2025
10274013,WD,09-21-2025
10275014,Normal cytology,09-21-2025
10276010,Normal cellular morphology,09-21-2025
10277018,Alveolar ridge mucous membrane,09-21-2025
10278011,Alveolar ridge mucosa,09-21-2025
10279015,Gingival mucous membrane,09-21-2025
10280017,Turbellaria,09-21-2025
10281018,"Turbellaria, NOS",09-21-2025
10282013,"Turbellarian parasite, NOS",09-21-2025
10283015,Turbellarian parasite,09-21-2025
10284014,Endometriosis of intestine,09-21-2025
10285010,"Endometriosis of intestine, NOS",09-21-2025
10286011,Arisaema triphyllum,09-21-2025
10287019,Jack-in-the-pulpit,09-21-2025
10288012,Singlet,09-21-2025
10289016,Solitary microtubule component of centriole or axonemal complex,09-21-2025
10290013,Congenital diverticulum of trachea,09-21-2025
10291012,Trypanosomiasis with meningitis,09-21-2025
10292017,Gas gangrene septicemia,09-21-2025
10293010,Hemoglobin Hijiyama,09-21-2025
10294016,"Hb 120(GH3), Lys-glu",09-21-2025
10295015,House plant,09-21-2025
10296019,Arthrotomy for infection with exploration and drainage of carpometacarpal joint,09-21-2025
10297011,Excision of lesion of aorta with end-to-end anastomosis,09-21-2025
10298018,"Excision of lesion of aorta with end-to-end anastomosis, NOS",09-21-2025
10299014,Incision of kidney pelvis,09-21-2025
10300018,Renal pyelotomy,09-21-2025
10301019,Renal pelviotomy,09-21-2025
10302014,Incision of renal pelvis,09-21-2025
10303016,Blood group antigen Oca,09-21-2025
10304010,Seventh costal cartilage,09-21-2025
10305011,European oyster-catcher,09-21-2025
10306012,Toxic effect of nitric acid,09-21-2025
10307015,Legal abortion with laceration of bowel,09-21-2025
10308013,Legal abortion with tear of bowel,09-21-2025
10309017,Poisoning by fibrinolysis-affecting drug,09-21-2025
10310010,"Poisoning by fibrinolysis-affecting drug, NOS",09-21-2025
10311014,Acute hyperkalemia,09-21-2025
10312019,Tendon of supraspinatus muscle,09-21-2025
10313012,Syngnathus pelagicus,09-21-2025
10314018,Sargassum pipefish,09-21-2025
10315017,Posterior fossa compression syndrome,09-21-2025
10316016,Humanistic Judaism,09-21-2025
10317013,Hospital-based outpatient peripheral vascular clinic,09-21-2025
10318015,Incision of leg,09-21-2025
10319011,"Incision of leg, NOS",09-21-2025
10320017,Aminolevulinic acid dehydratase measurement,09-21-2025
10321018,ALA-D measurement,09-21-2025
10322013,Corneal dystrophy,09-21-2025
10323015,"Corneal dystrophy, NOS",09-21-2025
10324014,Ternidens,09-21-2025
10325010,"Ternidens, NOS",09-21-2025
10326011,Licodione O^2'^-methyltransferase,09-21-2025
10327019,Beryllium radioisotope,09-21-2025
10328012,"Beryllium radioisotope, NOS",09-21-2025
10329016,Right homonymous hemianopsia,09-21-2025
10330014,Retired procedure,09-21-2025
10331013,Cervical spasm,09-21-2025
10332018,Biphasic movement of lower ribs,09-21-2025
10333011,Salmonella typhi,09-21-2025
10334017,Salmonella typhosa,09-21-2025
10335016,Eberthella typhi,09-21-2025
10336015,Typhoid bacillus,09-21-2025
10337012,Atypical appendicitis,09-21-2025
10338019,Retina of right eye,09-21-2025
10339010,Animal tissue,09-21-2025
10340012,"Animal tissue, NOS",09-21-2025
10341011,Nodular adrenal cortex,09-21-2025
10342016,Adrenal cortical nodule,09-21-2025
10343014,Schneiderian carcinoma,09-21-2025
10344015,Klippel-Feil sequence,09-21-2025
10345019,Klippel-Feil syndrome,09-21-2025
10346018,Klippel-Feil deformity,09-21-2025
10347010,Cervical vertebral fusion syndrome,09-21-2025
10348017,Cervical vertebral fusion,09-21-2025
10350013,Opioid abuse,09-21-2025
10351012,Autoimmune hemolytic anemia due to IgG,09-21-2025
10352017,Neonatal transient hyperthyroidism,09-21-2025
10353010,Autopsy diagnosis,09-21-2025
10354016,Dexamethasone nasal preparation,09-21-2025
10355015,Pallid bat,09-21-2025
10356019,Excretion measurement,09-21-2025
10357011,Sinus arrest,09-21-2025
10358018,Salmonella azteca,09-21-2025
10359014,Anulus fibrosus of intervertebral disc of fifth cervical vertebra,09-21-2025
10360016,Salmonella enugu,09-21-2025
10361017,Congenital anomaly of skin,09-21-2025
10362012,"Congenital anomaly of skin, NOS",09-21-2025
10363019,"Genodermatosis, NOS",09-21-2025
10364013,"Congenital cutaneous anomaly, NOS",09-21-2025
10365014,Genodermatosis,09-21-2025
10366010,Congenital cutaneous anomaly,09-21-2025
10367018,Mexican free-tailed bat,09-21-2025
10368011,Eubacterium,09-21-2025
10369015,"Eubacterium, NOS",09-21-2025
10370019,Osteoplasty of tibia,09-21-2025
10372010,Cyst of broad ligament,09-21-2025
10373017,Bardet-Biedl syndrome,09-21-2025
10374011,Laurence-Moon-Biedl syndrome,09-21-2025
10375012,Gnathophis catalinensis,09-21-2025
10376013,Catalina conger,09-21-2025
10377016,Excision of malignant lesion of skin of extremities,09-21-2025
10378014,"Excision of malignant lesion of skin of extremities, NOS",09-21-2025
10380015,Dicentra,09-21-2025
10381016,"Dicentra, NOS",09-21-2025
10382011,Retired procedure,09-21-2025
10383018,Navicular facet of intermediate cuneiform bone,09-21-2025
10384012,Varicose veins of legs complicating pregnancy AND/OR puerperium,09-21-2025
10385013,Varicose veins of legs complicating pregnancy or puerperium,09-21-2025
10386014,Right visceral pleura,09-21-2025
10387017,Hemoglobin I-High Wycombe,09-21-2025
10388010,"Hb 59(E3), Lys-glu",09-21-2025
10389019,Cytidylic acid,09-21-2025
10390011,Cytidine monophosphate,09-21-2025
10391010,CMP,09-21-2025
10392015,Syphacia eutamii,09-21-2025
10393013,Abnormal gastric motility,09-21-2025
10394019,Defective gastric motility,09-21-2025
10395018,Open biopsy of bronchus,09-21-2025
10396017,Muscular portion of interventricular septum,09-21-2025
10397014,Euscorpius,09-21-2025
10398016,"Euscorpius, NOS",09-21-2025
10399012,Prionotus roseus,09-21-2025
10400017,Bluespotted searobin,09-21-2025
10401018,Fistulectomy of bone,09-21-2025
10402013,HLA-DQw6 antigen,09-21-2025
10403015,Carbohydrate measurement,09-21-2025
10404014,"Carbohydrate measurement, NOS",09-21-2025
10405010,Late tooth eruption,09-21-2025
10406011,Delayed dentition,09-21-2025
10407019,Delayed tooth eruption,09-21-2025
10408012,Granular atrophy,09-21-2025
10409016,Divalproex sodium,09-21-2025
10410014,Valproate semisodium,09-21-2025
10411013,"Poisoning by vitamin, NEC",09-21-2025
10412018,Canal of stomach,09-21-2025
10413011,Fractured membrane P face,09-21-2025
10414017,Nasal glial heterotopia,09-21-2025
10415016,Nasal glioma,09-21-2025
10416015,Logger (general),09-21-2025
10417012,Griseofulvin ultramicrosize,09-21-2025
10418019,Surgical repair and revision of shunt,09-21-2025
10419010,Amphixenosis,09-21-2025
10420016,Decompensated,09-21-2025
10421017,Arylsulfatase A measurement,09-21-2025
10422012,"Arylsulfatase A measurement, NOS",09-21-2025
10423019,Cheilotrema saturnum,09-21-2025
10424013,Black croaker,09-21-2025
10425014,Inner surface of seventh rib,09-21-2025
10426010,Medial surface of seventh rib,09-21-2025
10427018,Medial border of seventh rib,09-21-2025
10428011,Inner border of seventh rib,09-21-2025
10429015,Ornithodoros compactus,09-21-2025
10430013,Inherited disorder of bilirubin metabolism,09-21-2025
10431012,"Inherited disorder of bilirubin metabolism, NOS",09-21-2025
10432017,^116m^Antimony,09-21-2025
10433010,Coal tar topical solution,09-21-2025
10434016,Adenocarcinoma in tubulovillous adenoma,09-21-2025
10435015,Hemoglobin J-Tongariki,09-21-2025
10436019,"Hb 115(GH3), Ala-asp",09-21-2025
10437011,Volitional phonation,09-21-2025
10438018,Unnatural hair color,09-21-2025
10439014,Contusion of hand,09-21-2025
10440011,Phlebectomy of varicose vein of head and neck,09-21-2025
10441010,Excision of varicose vein of head and neck,09-21-2025
10442015,Situational hypoactive sexual desire disorder,09-21-2025
10443013,Retina,09-21-2025
10444019,"Retina, NOS",09-21-2025
10445018,Retired procedure,09-21-2025
10446017,"Hunter's syndrome, mild form",09-21-2025
10447014,Lower digestive tract,09-21-2025
10448016,Lower gastrointestinal tract,09-21-2025
10449012,Portable electroencephalogram awake and asleep with stimulation,09-21-2025
10450012,"Portable electroencephalogram awake and asleep with stimulation, NOS",09-21-2025
10451011,Gold isotope,09-21-2025
10452016,Magnet extraction of foreign body from ciliary body,09-21-2025
10453014,Removal of foreign body of ciliary body with use of magnet,09-21-2025
10454015,Retired procedure,09-21-2025
10455019,Prophila,09-21-2025
10456018,"Prophila, NOS",09-21-2025
10457010,Physaloptera caucasica,09-21-2025
10458017,Physaloptera mordens,09-21-2025
10459013,Retired procedure,09-21-2025
10460015,Railway passenger car,09-21-2025
10461016,Lenticular fasciculus,09-21-2025
10462011,Oxyuranus,09-21-2025
10463018,"Oxyuranus, NOS",09-21-2025
10464012,Bed sheet,09-21-2025
10465013,Aulostomus maculatus,09-21-2025
10466014,Trumpetfish,09-21-2025
10467017,Ceftizoxime sodium,09-21-2025
10468010,Subcutaneous tissue of upper extremity,09-21-2025
10469019,"Subcutaneous tissue of upper extremity, NOS",09-21-2025
10470018,Retired procedure,09-21-2025
10471019,Chrysolophus amherstiae,09-21-2025
10472014,Lady Amherst pheasant,09-21-2025
10473016,Electrolysis procedure,09-21-2025
10474010,Remote,09-21-2025
10475011,Removal of foreign body from ovary,09-21-2025
10476012,Squamous cell carcinoma in situ with questionable stromal invasion,09-21-2025
10477015,Epidermoid carcinoma in situ with questionable stromal invasion,09-21-2025
10478013,Chronic periodontitis,09-21-2025
10479017,Chronic pericementitis,09-21-2025
10480019,Incision of seminal vesicle,09-21-2025
10481015,"Incision of seminal vesicle, NOS",09-21-2025
10482010,Seminal vesiculotomy,09-21-2025
10483017,Absorbable gelatin sponge,09-21-2025
10484011,Cyanocobalamin Co^58^,09-21-2025
10485012,Right hindquarter of udder,09-21-2025
10486013,Crisis intervention with follow-up,09-21-2025
10487016,Corium coronae,09-21-2025
10488014,Coronary band,09-21-2025
10489018,Articular part of tubercle of ninth rib,09-21-2025
10490010,Skin of lateral surface of finger,09-21-2025
10491014,"Skin of lateral surface of finger, NOS",09-21-2025
10492019,Pimephales vigilax,09-21-2025
10493012,Bullhead minnow,09-21-2025
10494018,Somatomedin C,09-21-2025
10495017,Insulin-like growth factor I,09-21-2025
10496016,SM-C,09-21-2025
10497013,IGF-I,09-21-2025
10498015,Blood group antibody Gomez,09-21-2025
10499011,Lymphoma stage IIe,09-21-2025
10500019,^106m^Silver,09-21-2025
10501015,Bipolar disorder in partial remission,09-21-2025
10502010,Galactokinase,09-21-2025
10503017,"1,3-Propanediol dehydrogenase",09-21-2025
10504011,3-Hydroxypropion-aldehyde reductase,09-21-2025
10505012,Coregonus hoyi,09-21-2025
10506013,Bloater,09-21-2025
10507016,Spadefoot toad,09-21-2025
10508014,"Spadefoot toad, NOS",09-21-2025
10509018,Open fracture of zygomatic arch,09-21-2025
10510011,Multifidus muscles,09-21-2025
10511010,"Globoid cell leukodystrophy, early onset",09-21-2025
10512015,Galactosylceramide lipidosis,09-21-2025
10513013,Krabbe's disease,09-21-2025
10514019,Galactocerebroside beta-galactosidase deficiency,09-21-2025
10515018,Krabbe's leukodystrophy,09-21-2025
10516017,Diffuse globoid body sclerosis,09-21-2025
10517014,Diffuse globoid cell cerebral sclerosis,09-21-2025
10518016,Familial infantile diffuse brain sclerosis,09-21-2025
10519012,Lepomis gulosus,09-21-2025
10520018,Warmouth,09-21-2025
10521019,Sessile,09-21-2025
10522014,Submandibular triangle,09-21-2025
10523016,Submandibular area,09-21-2025
10524010,Disease due to Polyomavirus,09-21-2025
10525011,"Disease due to Polyomavirus, NOS",09-21-2025
10526012,Open wound of pelvic region without complication,09-21-2025
10527015,Darwin's finch,09-21-2025
10528013,Galopagos finch,09-21-2025
10529017,Temporal fossa,09-21-2025
10530010,Tendon and tendon sheath of leg and ankle,09-21-2025
10531014,"Tendon and tendon sheath of leg and ankle, NOS",09-21-2025
10532019,Poisoning by chloramphenicol group antibiotic,09-21-2025
10533012,"Poisoning by chloramphenicol group antibiotic, NOS",09-21-2025
10534018,Latrodectus mactans antivenin,09-21-2025
10535017,Widow spider species antivenin,09-21-2025
10536016,Black widow spider antiserum,09-21-2025
10537013,Repair of eyebrow,09-21-2025
10538015,"Repair of eyebrow, NOS",09-21-2025
10539011,Surgical reanastomosis of colon,09-21-2025
10540013,"Surgical reanastomosis of colon, NOS",09-21-2025
10541012,Retired procedure,09-21-2025
10542017,Lathyrus species poisoning,09-21-2025
10543010,Vetchling poisoning,09-21-2025
10544016,Lathyrism,09-21-2025
10545015,Monocular exotropia,09-21-2025
10546019,"Monocular exotropia, NOS",09-21-2025
10547011,Removal of epicardial electrodes,09-21-2025
10548018,Removal of cardiac pacemaker from epicardium or myocardium,09-21-2025
10549014,"Removal of electronic heart device, epicardial electrode",09-21-2025
10550014,Anterior cervical lymph node,09-21-2025
10551013,"Anterior cervical lymph node, NOS",09-21-2025
10552018,Anoscopy for removal of foreign body,09-21-2025
10553011,Salvia reflexa,09-21-2025
10554017,Annual sage,09-21-2025
10555016,Icelus spiniger,09-21-2025
10556015,Thorny sculpin,09-21-2025
10557012,"Hemosiderin, quantitative measurement",09-21-2025
10558019,Amphiuma,09-21-2025
10559010,"Amphiuma, NOS",09-21-2025
10560017,Fluorescent identification of anti-nuclear antibody,09-21-2025
10561018,"Fluorescent identification of anti-nuclear antibody, NOS",09-21-2025
10562013,Pressure groove,09-21-2025
10563015,Bulinus (Physopsis) jousseaunsei,09-21-2025
10564014,Retired procedure,09-21-2025
10565010,Demeclocycline,09-21-2025
10566011,Biopsy of cul-de-sac,09-21-2025
10567019,Stramonium,09-21-2025
10568012,Pelvic hematoma during delivery,09-21-2025
10569016,Interphase,09-21-2025
10570015,Skin of forearm,09-21-2025
10571016,"Skin of forearm, NOS",09-21-2025
10572011,Skin of radioulnar region,09-21-2025
10573018,Iridoschisis,09-21-2025
10574012,Excitatory potential,09-21-2025
10575013,Excision ampulla of Vater with reimplantation of common duct,09-21-2025
10576014,^118m^Antimony,09-21-2025
10577017,Lower brachial plexus neuropathy,09-21-2025
10578010,Axon and peripheral nervous system function,09-21-2025
10579019,"Axon and peripheral nervous system function, NOS",09-21-2025
10580016,Calamus arctifrons,09-21-2025
10581017,Grass porgy,09-21-2025
10582012,Retired procedure,09-21-2025
10583019,Subcutaneous tissue of anterior portion of neck,09-21-2025
10584013,Bulinus (Bulinus) forskalii,09-21-2025
10585014,Injury of renal vein,09-21-2025
10586010,Victim of land warfare,09-21-2025
10587018,Cystic hyperplasia,09-21-2025
10588011,Ophionyssus naticis,09-21-2025
10589015,HLA-Cw8 antigen,09-21-2025
10590012,Bacteremia,09-21-2025
10591011,"Bacteremia, NOS",09-21-2025
10592016,Trophoblastic disease,09-21-2025
10593014,"Trophoblastic disease, NOS",09-21-2025
10594015,"Osteoplasty of radius and ulna, shortening",09-21-2025
10595019,"Primary repair of cleft lip, unilateral, partial",09-21-2025
10596018,Heterogeneous nuclear RNA,09-21-2025
10597010,hn RNA,09-21-2025
10598017,Zebrina detrita,09-21-2025
10599013,^242^Plutonium,09-21-2025
10600011,Infection by Leishmania tropica minor,09-21-2025
10601010,Cutaneous urban leishmaniasis,09-21-2025
10602015,Oriental sore,09-21-2025
10603013,Oriental leishmaniasis,09-21-2025
10604019,Aleppo boil,09-21-2025
10605018,Baghdad boil,09-21-2025
10606017,Delhi boil,09-21-2025
10607014,Capillaria brevipes,09-21-2025
10608016,Sulfamerazine,09-21-2025
10610019,Endocervical epithelium,09-21-2025
10611015,Decompression injury,09-21-2025
10612010,"Decompression injury, NOS",09-21-2025
10613017,Blepharotomy,09-21-2025
10614011,"Blepharotomy, NOS",09-21-2025
10615012,"Incision of eyelid, NOS",09-21-2025
10616013,Incision of eyelid,09-21-2025
10617016,Deep digital flexor tendon of hindlimb,09-21-2025
10618014,Pneumonyssus simicola,09-21-2025
10619018,Lung mite,09-21-2025
10620012,White petrolatum,09-21-2025
10621011,Mink parvovirus infection,09-21-2025
10622016,Mink enteritis,09-21-2025
10623014,Anesthetic,09-21-2025
10624015,"Anesthetic, NOS",09-21-2025
10625019,"Anaesthetic, NOS",09-21-2025
10627010,Flexorplasty of elbow,09-21-2025
10628017,Steindler operation flexorplasty of elbow,09-21-2025
10629013,Steindler operation muscle transfer,09-21-2025
10630015,Steindler type advancement,09-21-2025
10631016,Salmonella muguga,09-21-2025
10632011,Rhizomastix gracilis,09-21-2025
10633018,Paradidymis,09-21-2025
10634012,Operation on nasal septum,09-21-2025
10635013,"Operation on nasal septum, NOS",09-21-2025
10636014,"Nasal septal operation, NOS",09-21-2025
10637017,Nasal septal operation,09-21-2025
10638010,Capillaria hepatica,09-21-2025
10639019,Crotalaria eremaea,09-21-2025
10640017,Bluebush pea,09-21-2025
10641018,Open fracture of greater tuberosity of humerus,09-21-2025
10642013,Forensic autopsy,09-21-2025
10643015,Chlorothiazide,09-21-2025
10644014,Elevation of bone fragments of orbit of skull with debridement,09-21-2025
10645010,Transport tetany of ruminants,09-21-2025
10646011,Railroad disease,09-21-2025
10647019,Railroad sickness,09-21-2025
10648012,Lysis of adhesions of intestines,09-21-2025
10649016,Enterolysis,09-21-2025
10651017,Cicatrix of adenoid,09-21-2025
10652012,Legal abortion with acute yellow atrophy of liver,09-21-2025
10653019,Legal abortion with acute necrosis of liver,09-21-2025
10654013,Mixed behavior and emotional disorder,09-21-2025
10655014,Country dweller,09-21-2025
10656010,"Toxic effect of other nonpetroleum-based solvent, NEC",09-21-2025
10657018,Excision of external thrombotic hemorrhoid,09-21-2025
10658011,Clotrimazole,09-21-2025
10659015,Diaphragm,09-21-2025
10660013,"Diaphragm, NOS",09-21-2025
10661012,Hypoactive gag reflex,09-21-2025
10662017,tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase,09-21-2025
10663010,Open wound of hip AND thigh with tendon involvement,09-21-2025
10664016,Open wound of hip and thigh with tendon involvement,09-21-2025
10665015,Medium sized neuron,09-21-2025
10666019,Retired procedure,09-21-2025
10668018,Congenital growth disproportion,09-21-2025
10669014,"Congenital growth disproportion, NOS",09-21-2025
10670010,Congenital disproportion,09-21-2025
10671014,"Growth inequality, NOS",09-21-2025
10672019,Growth inequality,09-21-2025
10673012,Bolus impaction,09-21-2025
10674018,Revision of tracheostomy scar,09-21-2025
10675017,"Fenestration of inner ear, initial",09-21-2025
10676016,Arslan operation,09-21-2025
10677013,Angular conjunctivitis,09-21-2025
10678015,Morax-Axenfeld conjunctivitis,09-21-2025
10679011,Infection due to Moraxella lacunata,09-21-2025
10680014,Infection due to Morax-Axenfeld bacillus,09-21-2025
10681013,Selective vagotomy with pyloroplasty and gastrostomy,09-21-2025
10682018,HIV infection with infection by another virus,09-21-2025
10683011,AIDS virus with viral infection,09-21-2025
10684017,Human rhinovirus 52,09-21-2025
10685016,"Laboratory reporting, fax",09-21-2025
10686015,Malate dehydrogenase,09-21-2025
10687012,"Malate dehydrogenase, NOS",09-21-2025
10688019,Malic dehydrogenase,09-21-2025
10689010,Angle of seventh rib,09-21-2025
10690018,Superior rectus muscle,09-21-2025
10692014,"Duodenal folds, NOS",09-21-2025
10694010,Flocculation test,09-21-2025
10696012,Acute ischemic enterocolitis,09-21-2025
10697015,"Ligation, division and complete stripping of long and short saphenous veins",09-21-2025
10698013,Athetosis with spastic paraplegia,09-21-2025
10699017,"Diagnostic radiography, left",09-21-2025
10700016,Open-hearth furnaceman (steel),09-21-2025
10701017,Substantia propria of sclera,09-21-2025
10702012,Stroma of sclera,09-21-2025
10703019,Ethyl-4-bis-(hydroxypropyl)-1-aminobenzoate,09-21-2025
10704013,Crotonaldehyde,09-21-2025
10705014,Posterior cord of brachial plexus,09-21-2025
10706010,Posterior fasciculus of brachial plexus,09-21-2025
10707018,Hemoglobin Vaasa,09-21-2025
10708011,"Hb 39(C5), Gln-glu",09-21-2025
10709015,Hemoglobin Bart,09-21-2025
10711012,Amsinckia intermedia,09-21-2025
10712017,Tarweed,09-21-2025
10713010,Tarwood,09-21-2025
10714016,"Partial ostectomy of thorax, ribs or sternum",09-21-2025
10715015,Rhinoestrus,09-21-2025
10716019,"Rhinoestrus, NOS",09-21-2025
10717011,Hyperthyroidism secondary to potassium iodide,09-21-2025
10718018,Mastectomy with preservation of skin and nipple with synchronous implant,09-21-2025
10719014,Unilateral subcutaneous mastectomy with synchronous implant,09-21-2025
10720015,Unilateral subcutaneous mammectomy with synchronous implant,09-21-2025
10721016,Subacute effusive constrictive pericarditis,09-21-2025
10722011,"Salmonella IV 40:z4,z24:--",09-21-2025
10723018,Dicrotic pulse,09-21-2025
10724012,Retired procedure,09-21-2025
10725013,Blood group antibody Wj,09-21-2025
10726014,Ichthyophonus infection of fish,09-21-2025
10727017,Spinal cord dysplasia,09-21-2025
10728010,Basaloid carcinoma,09-21-2025
10729019,Actinomyces denticolens,09-21-2025
10730012,Emulsification procedure,09-21-2025
10731011,"Emulsification procedure, NOS",09-21-2025
10732016,"Destruction of lesion or structure by emulsification, NOS",09-21-2025
10733014,Destruction of lesion or structure by emulsification,09-21-2025
10734015,"Emulsification, NOS",09-21-2025
10735019,Diagnostic radiography of toes,09-21-2025
10736018,"Diagnostic radiography of toes, NOS",09-21-2025
10737010,Superior articular process of seventh cervical vertebra,09-21-2025
10738017,Cranial articular process of seventh vertebra,09-21-2025
10739013,Ambloplites ariommus,09-21-2025
10740010,Shadow bass,09-21-2025
10741014,Glial cell reaction,09-21-2025
10742019,"Glial cell reaction, NOS",09-21-2025
10743012,Suggest repeat smears,09-21-2025
10744018,Suggest repeat study,09-21-2025
10745017,Corynebacterium diphtheriae,09-21-2025
10746016,Diphtheria bacillus,09-21-2025
10747013,Klebs-Loeffler bacillus,09-21-2025
10748015,Acromion right anterior position,09-21-2025
10749011,Sprain of lower extremity,09-21-2025
10750011,"Sprain of lower extremity, NOS",09-21-2025
10751010,Orbital plate of ethmoid bone,09-21-2025
10752015,Trigeminal nerve motor disorder,09-21-2025
10753013,N3 stage,09-21-2025
10754019,N3,09-21-2025
10755018,Complement mediated cytotoxicity assay,09-21-2025
10756017,"Complement mediated cytotoxicity assay, dye exclusion assay",09-21-2025
10757014,^110m^Indium,09-21-2025
10758016,Gastrolobium species poisoning,09-21-2025
10759012,Ophiasis,09-21-2025
10760019,Ophiasic alopecia areata,09-21-2025
10761015,Pithecia,09-21-2025
10762010,"Pithecia, NOS",09-21-2025
10763017,Saki monkey,09-21-2025
10764011,Mucous membrane eruption,09-21-2025
10765012,"Mucous membrane eruption, NOS",09-21-2025
10766013,Enanthem,09-21-2025
10767016,Enanthemata,09-21-2025
10768014,Enanthema,09-21-2025
10769018,Vitexin beta-glucosyltransferase,09-21-2025
10770017,Salmonella baildon,09-21-2025
10771018,Open reduction of dislocation of toe,09-21-2025
10772013,Postpartum maternal death,09-21-2025
10773015,Congenital exomphalos,09-21-2025
10774014,Serosa of urinary bladder,09-21-2025
10775010,Gyromitra,09-21-2025
10776011,"Gyromitra, NOS",09-21-2025
10777019,Tertiary closure of abdominal wall,09-21-2025
10778012,Citromyces,09-21-2025
10779016,"Citromyces, NOS",09-21-2025
10780018,Subcutaneous tissue of lateral border of sole of foot,09-21-2025
10781019,Sclater's impeyan pheasant,09-21-2025
10782014,"Anticipatory anxiety, severe",09-21-2025
10783016,Acute bronchitis with obstruction,09-21-2025
10784010,Acquired pancytopenia,09-21-2025
10785011,Pimelea trichostachya poisoning,09-21-2025
10786012,Desert riceflower poisoning,09-21-2025
10787015,St.George disease,09-21-2025
10788013,Low frequency,09-21-2025
10791013,"Physical examination, NOS",09-21-2025
10792018,"Clinical examination, NOS",09-21-2025
10793011,Clinical examination,09-21-2025
10794017,Tuberosity of distal phalanx of hand,09-21-2025
10795016,Endothelial sieve plate,09-21-2025
10796015,Physiological change of voice,09-21-2025
10797012,Adolescent change of voice,09-21-2025
10798019,Mastectomy,09-21-2025
10799010,"Mastectomy, NOS",09-21-2025
10800014,"Mammectomy, NOS",09-21-2025
10801013,Mammectomy,09-21-2025
10802018,Mycobacterium flavescens,09-21-2025
10803011,Cortex contusion without open intracranial wound AND with no loss of consciousness,09-21-2025
10804017,Cortex contusion without open intracranial wound and with no loss of consciousness,09-21-2025
10805016,Baculovirus group,09-21-2025
10806015,"Baculovirus group, NOS",09-21-2025
10807012,Baculoviridae (Insect & crustacean hosts),09-21-2025
10808019,Keratitis,09-21-2025
10809010,"Keratitis, NOS",09-21-2025
10810017,"Articular surface, third metacarpal, of fourth metacarpal bone",09-21-2025
10811018,Posterior cells of ethmoid sinus,09-21-2025
10812013,Ornithonyssus,09-21-2025
10813015,"Ornithonyssus, NOS",09-21-2025
10814014,Mastoid antrotomy,09-21-2025
10815010,Transmastoid antrotomy,09-21-2025
10816011,Superior recess of tympanic membrane,09-21-2025
10817019,Methyl red test,09-21-2025
10818012,Closed multiple fractures of upper end of radius,09-21-2025
