,HCPC,SEQNUM,RECID,LONG DESCRIPTION,SHORT DESCRIPTION,PRICE1,PRICE2,PRICE3,PRICE4,MULT_PI,CIM1,CIM2,CIM3,MCM1,MCM2,MCM3,STATUTE,LABCERT1,LABCERT2,LABCERT3,LABCERT4,LABCERT5,LABCERT6,LABCERT7,LABCERT8,XREF1,XREF2,XREF3,XREF4,XREF5,COV,ASC_GRP,ASC_DT,OPPS,OPPS_PI,OPPS_DT,PROCNOTE,BETOS,TOS1,TOS2,TOS3,TOS4,TOS5,ANEST_BU,ADD DT,ACT EFF DT,TERM DT,ACTION CD
2981,G2069,10,3,"Medication assisted treatment, buprenorphine (injectable) administered on a monthly basis; bundle including dispensing and/or administration, substance use counseling, individual and group therapy, and toxicology testing if performed (provision of the services by a medicare-enrolled opioid treatment program)",Med assist tx inject,13.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,M5D,1,,,,,0.0,20200101,20250101.0,,N
2982,G2070,10,3,"Medication assisted treatment, buprenorphine (implant insertion); weekly bundle including dispensing and/or administration, substance use counseling, individual and group therapy, and toxicology testing if performed (provision of the services by a medicare-enrolled opioid treatment program)",Med assist tx implant,13.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,M5D,1,,,,,0.0,20200101,20250101.0,20241231.0,N
2983,G2071,10,3,"Medication assisted treatment, buprenorphine (implant removal); weekly bundle including dispensing and/or administration, substance use counseling, individual and group therapy, and toxicology testing if performed (provision of the services by a medicare-enrolled opioid treatment program)",Med tx remove implant,13.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,M5D,1,,,,,0.0,20200101,20250101.0,20241231.0,N
2984,G2072,10,3,"Medication assisted treatment, buprenorphine (implant insertion and removal); weekly bundle including dispensing and/or administration, substance use counseling, individual and group therapy, and toxicology testing if performed (provision of the services by a medicare-enrolled opioid treatment program)",Med tx insert/remove imp,13.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,M5D,1,,,,,0.0,20200101,20250101.0,20241231.0,N
2985,G2073,10,3,"Medication assisted treatment, naltrexone; weekly bundle including dispensing and/or administration, substance use counseling, individual and group therapy, and toxicology testing if performed (provision of the services by a medicare-enrolled opioid treatment program)",Med tx naltrexone,13.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,M5D,1,,,,,0.0,20200101,20200101.0,,N
2986,G2074,10,3,"Medication assisted treatment, weekly bundle not including the drug, including substance use counseling, individual and group therapy, and toxicology testing if performed (provision of the services by a medicare-enrolled opioid treatment program)",Med assist tx no drug,13.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,M5D,1,,,,,0.0,20200101,20200101.0,,N
2987,G2075,10,3,"Medication assisted treatment, medication not otherwise specified; weekly bundle including dispensing and/or administration, substance use counseling, individual and group therapy, and toxicology testing, if performed (provision of the services by a medicare-enrolled opioid treatment program)",Med tx meds nos,13.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,M5D,1,,,,,0.0,20200101,20200101.0,,N
2988,G2076,10,3,"Intake activities, including initial medical examination that is conducted by an appropriately licensed practitioner and preparation of a care plan, which may be informed by administration of a standardized, evidence-based social determinants of health risk assessment to identify unmet health-related social needs, and that includes the patient's goals and mutually agreed-upon actions for the patient to meet those goals, including harm reduction interventions; the patient's needs and goals in the areas of education, vocational training, and employment; and the medical and psychiatric, psychosocial, economic, legal, housing, and other recovery support services that a patient needs and wishes to pursue, conducted by an appropriately licensed/credentialed personnel (provision of the services by a medicare-enrolled opioid treatment program); list separately in addition to each primary code",Intake act w/med exam,13.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,M5D,1,,,,,0.0,20200101,20250101.0,,N
2989,G2077,10,3,"Periodic assessment; assessing periodically by an otp practitioner and includes a  review of moud dosing, treatment response, other substance use disorder treatment needs, responses and patient-identified goals, and other relevant physical and psychiatric treatment needs and goals; assessment may be informed by administration of a standardized, evidence-based social determinants of health risk assessment to identify unmet health-related social needs, or the need and interest for harm reduction interventions and recovery support services (provision of the services by a medicare-enrolled opioid treatment program); list separately in addition to each primary code",Periodic assessment,13.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,M5D,1,,,,,0.0,20200101,20250101.0,,N
2990,G2078,10,3,Take-home supply of methadone; up to 7 additional day supply (provision of the services by a medicare-enrolled opioid treatment program); list separately in addition to code for primary procedure,Take-home meth,13.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,M5D,1,,,,,0.0,20200101,20200101.0,,N
2991,G2079,10,3,Take-home supply of buprenorphine (oral); up to 7 additional day supply (provision of the services by a medicare-enrolled opioid treatment program); list separately in addition to code for primary procedure,Take-hom buprenorphine,13.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,M5D,1,,,,,0.0,20200101,20200101.0,,N
2992,G2080,10,3,"Each additional 30 minutes of counseling in a week of medication assisted treatment, (provision of the services by a medicare-enrolled opioid treatment program); list separately in addition to code for primary procedure",Add 30 mins counsel,13.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,M5D,1,,,,,0.0,20200101,20200101.0,,N
2993,G2081,10,3,"Patients age 66 and older in institutional special needs plans (snp) or residing in long-term care with a pos code 32, 33, 34, 54 or 56 for more than 90 consecutive days during the measurement period",Pt 66+ snp or ltc pos > 90d,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,0.0,20200101,20220101.0,,N
2994,G2082,10,3,"Office or other outpatient visit for the evaluation and management of an established patient that requires the supervision of a physician or other qualified health care professional and provision of up to 56 mg of esketamine nasal self-administration, includes 2 hours post-administration observation",Visit esketamine 56m or less,13.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,M1B,1,,,,,0.0,20200101,20200101.0,,N
2995,G2083,10,3,"Office or other outpatient visit for the evaluation and management of an established patient that requires the supervision of a physician or other qualified health care professional and provision of  greater than 56 mg esketamine nasal self-administration, includes 2 hours post-administration observation","Visit esketamine, > 56m",13.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,M1B,1,,,,,0.0,20200101,20200101.0,,N
2996,G2086,10,3,"Office-based treatment for opioid use disorder, including development of the treatment plan, care coordination, individual therapy and group therapy and counseling; at least 70 minutes in the first calendar month",Off base opioid tx 70min,13.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,M5D,1,,,,,0.0,20200101,20200101.0,,N
2997,G2087,10,3,"Office-based treatment for opioid use disorder, including care coordination, individual therapy and group therapy and counseling; at least 60 minutes in a subsequent calendar month","Off base opioid tx, 60 m",13.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,M5D,1,,,,,0.0,20200101,20200101.0,,N
2998,G2088,10,3,"Office-based treatment for opioid use disorder, including care coordination, individual therapy and group therapy and counseling; each additional 30 minutes beyond the first 120 minutes (list separately in addition to code for primary procedure)","Off base opioid tx, add30",13.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,M5D,1,,,,,0.0,20200101,20200101.0,,N
2999,G2089,10,3,Most recent hemoglobin a1c (hba1c) level 7.0 to 9.0%,A1c level 7 to 9%,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,0.0,20200101,20210101.0,20201231.0,N
3000,G2090,10,3,Patients 66 years of age and older with at least one claim/encounter for frailty during the measurement period and a dispensed medication for dementia during the measurement period or the year prior to the measurement period,Pt 66+ frailty and med dem,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,0.0,20200101,20200101.0,,N
3001,G2091,10,3,Patients 66 years of age and older with at least one claim/encounter for frailty during the measurement period and an advanced illness diagnosis during the measurement period or the year prior to the measurement period,Pt 66+ frailty and adv ill,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,0.0,20200101,20250101.0,,N
3002,G2092,10,3,Angiotensin converting enzyme (ace) inhibitor or angiotensin receptor blocker (arb) or angiotensin receptor-neprilysin inhibitor (arni) therapy prescribed or currently being taken,Ace arb arni,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,0.0,20200101,20200101.0,,N
3003,G2093,10,3,"Documentation of medical reason(s) for not prescribing ace inhibitor or arb or arni therapy (e.g., hypotensive patients who are at immediate risk of cardiogenic shock, hospitalized patients who have experienced marked azotemia, allergy, intolerance, other medical reasons)",Med doc rsn no ace arn arni,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,0.0,20200101,20200101.0,,N
3004,G2094,10,3,"Documentation of patient reason(s) for not prescribing ace inhibitor or arb or arni therapy (e.g., patient declined, other patient reasons)",Pt rsn no ace arn arni,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,0.0,20200101,20200101.0,,N
3005,G2095,10,3,"Documentation of system reason(s) for not prescribing ace inhibitor or arb or arni therapy (e.g., other system reasons)",Sys rsn no ace arn arni,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,0.0,20200101,20230101.0,20221231.0,N
3006,G2096,10,3,"Angiotensin converting enzyme (ace) inhibitor or angiotensin receptor blocker (arb) or angiotensin receptor-neprilysin inhibitor (arni) therapy was not prescribed, reason not given",No rsn ace arb arni,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,0.0,20200101,20200101.0,,N
3007,G2097,10,3,"Episodes where the patient had a competing diagnosis on or within three days after the episode date (e.g., intestinal infection, pertussis, bacterial infection, lyme disease, otitis media, acute sinusitis, chronic sinusitis, infection of the adenoids, prostatitis, cellulitis, mastoiditis, or bone infections, acute lymphadenitis, impetigo, skin staph infections, pneumonia/gonococcal infections, venereal disease (syphilis, chlamydia, inflammatory diseases [female reproductive organs]), infections of the kidney, cystitis or uti)",Dx uri 3d after other dx,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,0.0,20200101,20220101.0,,N
3008,G2098,10,3,Patients 66 years of age and older with at least one claim/encounter for frailty during the measurement period and a dispensed medication for dementia during the measurement period or the year prior to the measurement period,Pt 66+ frailty and med dem,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,0.0,20200101,20200101.0,,N
3009,G2099,10,3,Patients 66 years of age and older with at least one claim/encounter for frailty during the measurement period and an advanced illness diagnosis during the measurement period or the year prior to the measurement period,Pt 66+ frailty and adv ill,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,0.0,20200101,20250101.0,,N
3010,G2100,10,3,Patients 66 years of age and older with at least one claim/encounter for frailty during the measurement period and a dispensed medication for dementia during the measurement period or the year prior to the measurement period,Pt 66+ frailty and med dem,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,0.0,20200101,20200101.0,,N
3011,G2101,10,3,Patients 66 years of age and older with at least one claim/encounter for frailty during the measurement period and an advanced illness diagnosis during the measurement period or the year prior to the measurement period,Pt 66+ frailty and adv ill,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,0.0,20200101,20250101.0,,N
3012,G2102,10,3,Dilated retinal eye exam with interpretation by an ophthalmologist or optometrist documented and reviewed,Dil retinal eye exam,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,0.0,20200101,20210101.0,20201231.0,N
3013,G2103,10,3,Seven standard field stereoscopic photos with interpretation by an ophthalmologist or optometrist documented and reviewed,7 stereo photos interpret,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,0.0,20200101,20210101.0,20201231.0,N
3014,G2104,10,3,Eye imaging validated to match diagnosis from seven standard field stereoscopic photos results documented and reviewed,Eye img valid w/7 stereo,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,0.0,20200101,20210101.0,20201231.0,N
3015,G2105,10,3,"Patient age 66 or older in institutional special needs plans (snp) or residing in long-term care with pos code 32, 33, 34, 54 or 56 for more than 90 consecutive days during the measurement period",Pt 66+ snp or ltc pos > 90d,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,0.0,20200101,20210101.0,,N
3016,G2106,10,3,Patients 66 years of age and older with at least one claim/encounter for frailty during the measurement period and a dispensed medication for dementia during the measurement period or the year prior to the measurement period,Pt 66+ frailty and med dem,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,0.0,20200101,20220101.0,,N
3017,G2107,10,3,Patients 66 years of age and older with at least one claim/encounter for frailty during the measurement period and an advanced illness diagnosis during the measurement period or the year prior to the measurement period,Pt 66+ frailty and adv ill,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,0.0,20200101,20250101.0,,N
3018,G2108,10,3,"Patient age 66 or older in institutional special needs plans (snp) or residing in long-term care with pos code 32, 33, 34, 54 or 56 for more than 90 consecutive days during the measurement period",Pt 66+ snp or ltc pos > 90d,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,0.0,20200101,20240101.0,20231231.0,N
3019,G2109,10,3,Patients 66 years of age and older with at least one claim/encounter for frailty during the measurement period and a dispensed medication for dementia during the measurement period or the year prior to the measurement period,Pt 66+ frailty and med dem,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,0.0,20200101,20240101.0,20231231.0,N
3020,G2110,10,3,"Patients 66 years of age and older with at least one claim/encounter for frailty during the measurement period and either one acute inpatient encounter with a diagnosis of advanced illness or two outpatient, observation, ed or nonacute inpatient encounters on different dates of service with an advanced illness diagnosis during the measurement period or the year prior to the measurement period",Pt 66+ frailty and adv ill,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,0.0,20200101,20240101.0,20231231.0,N
3021,G2112,10,3,"Patient receiving <=5 mg daily prednisone (or equivalent), or ra activity is worsening, or glucocorticoid use is for less than 6 months",Pred<=5 mg ra glu <6m,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,0.0,20200101,20200101.0,,N
3022,G2113,10,3,"Patient receiving >5 mg daily prednisone (or equivalent) for longer than 6 months, and improvement or no change in disease activity","Pred>5 mg >6m, no chg da",0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,0.0,20200101,20200101.0,,N
3023,G2114,10,3,Patients 66-80 years of age with at least one claim/encounter for frailty during the measurement period and a dispensed medication for dementia during the measurement period or the year prior to the measurement period,Pt 66-80 frailty and med dem,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,0.0,20200101,20210101.0,20201231.0,N
3024,G2115,10,3,Patients 66 - 80 years of age with at least one claim/encounter for frailty during the measurement period and a dispensed medication for dementia during the measurement period or the year prior to the measurement period,Pt 66-80 frailty and med dem,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,0.0,20200101,20210101.0,,N
3025,G2116,10,3,Patients 66 - 80 years of age with at least one claim/encounter for frailty during the measurement period and an advanced illness diagnosis during the measurement period or the year prior to the measurement period,Pt 66-80 frailty and adv ill,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,0.0,20200101,20250101.0,,N
3026,G2117,10,3,"Patients 66-80 years of age with at least one claim/encounter for frailty during the measurement period and either one acute inpatient encounter with a diagnosis of advanced illness or two outpatient, observation, ed or nonacute inpatient encounters on different dates of service with an advanced illness diagnosis during the measurement period or the year prior to the measurement period",Pt 66-80 frailty and adv ill,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,0.0,20200101,20210101.0,20201231.0,N
3027,G2118,10,3,Patients 81 years of age and older with at least one claim/encounter for frailty during the measurement period,Pt 81+ frailty,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,0.0,20200101,20210101.0,,N
3028,G2119,10,3,"Within the past 2 years, calcium and/or vitamin d optimization has been ordered or performed",Calc vitd opt,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,0.0,20200101,20210101.0,20201231.0,N
3029,G2120,10,3,"Within the past 2 years, calcium and/or vitamin d optimization has not been ordered or performed",No calc vitd opt,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,0.0,20200101,20210101.0,20201231.0,N
3030,G2121,10,3,"Depression, anxiety, apathy, and psychosis assessed",Psy dep anx ap and icd asse,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,0.0,20200101,20220101.0,,N
3031,G2122,10,3,"Depression, anxiety, apathy, and psychosis not assessed",Psy/dep/anx/apandicd noasse,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,0.0,20200101,20220101.0,,N
3032,G2123,10,3,"Patients 66-80 years of age and had at least one claim/encounter for frailty during the measurement period and either one acute inpatient encounter with a diagnosis of advanced illness or two outpatient, observation, ed or nonacute inpatient encounters on different dates of service with an advanced illness diagnosis during the measurement period or the year prior to the measurement period",Pt 66-80 frailty med dem,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,0.0,20200101,20210101.0,20201231.0,N
3033,G2124,10,3,Patients 66-80 years of age and had at least one claim/encounter for frailty during the measurement period and a dispensed dementia medication,Pt 66-80 frailty adv ill,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,0.0,20200101,20210101.0,20201231.0,N
3034,G2125,10,3,Patients 81 years of age and older with at least one claim/encounter for frailty during the six months prior to the measurement period through  december 31 of the measurement period,Pt 81+ frailty,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,0.0,20200101,20210101.0,,N
3035,G2126,10,3,Patients 66-80 years of age with at least one claim/encounter for frailty during the measurement period and an advanced illness diagnosis during the measurement period or the year prior to the measurement period,Pt 66-80 frailty and adv ill,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,0.0,20200101,20250101.0,,N
3036,G2127,10,3,Patients 66-80 years of age with at least one claim/encounter for frailty during the measurement period and a dispensed medication for dementia during the measurement period or the year prior to the measurement period,Pt 66-80 frailty and med dem,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,0.0,20200101,20210101.0,,N
3037,G2128,10,3,"Documentation of medical reason(s) for not on a daily aspirin or other antiplatelet (e.g. history of gastrointestinal bleed, intra-cranial bleed, blood disorders, idiopathic thrombocytopenic purpura (itp), gastric bypass or documentation of active anticoagulant use during the measurement period)",No aspirin med rsn,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,0.0,20200101,20200101.0,,N
3038,G2129,10,3,"Procedure-related bp's not taken during an outpatient visit. examples include same day surgery, ambulatory service center, g.i. lab, dialysis, infusion center, chemotherapy",No bp outpt,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,0.0,20200101,20200101.0,,N
3039,G2130,10,3,"Patients age 66 or older in institutional special needs plans (snp) or residing in long-term care with pos code 32, 33, 34, 54 or 56 for more than 90 days during the measurement period",Pt 66+ lt inst > 90,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,0.0,20200101,20210101.0,20201231.0,N
3040,G2131,10,3,Patients 81 years and older with a diagnosis of frailty,Pt 81+ frailty,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,0.0,20200101,20210101.0,20201231.0,N
3041,G2132,10,3,Patients 66-80 years of age with at least one claim/encounter for frailty during the measurement period and a dispensed medication for dementia during the measurement period or the year prior to the measurement period,Pt 66-80 frailty and med dem,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,0.0,20200101,20210101.0,20201231.0,N
3042,G2133,10,3,"Patients 66-80 years of age with at least one claim/encounter for frailty during the measurement period and either one acute inpatient encounter with a diagnosis of advanced illness or two outpatient, observation, ed or nonacute inpatient encounters on different dates of service with an advanced illness diagnosis during the measurement period or the year prior to the measurement period",Pt 66-80 frailty and adv ill,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,0.0,20200101,20210101.0,20201231.0,N
3043,G2134,10,3,Patients 66 years of age or older with at least one claim/encounter for frailty during the measurement period and a dispensed medication for dementia during the measurement period or the year prior to the measurement period,Pt 66+ frailty and med dem,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,0.0,20200101,20210101.0,20201231.0,N
3044,G2135,10,3,"Patients 66 years of age or older with at least one claim/encounter for frailty during the measurement period and either one acute inpatient encounter with a diagnosis of advanced illness or two outpatient, observation, ed or nonacute inpatient encounters on different dates of service with an advanced illness diagnosis during the measurement period or the year prior to the measurement period",Pt 66+ frailty and adv ill,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,0.0,20200101,20210101.0,20201231.0,N
3045,G2136,10,3,Back pain measured by the visual analog scale (vas) or numeric pain scale at three months (6 - 20 weeks) postoperatively was less than or equal to 3.0 or back pain measured by the visual analog scale (vas) or numeric pain scale within three months preoperatively and at three months (6 - 20 weeks) postoperatively demonstrated an improvement of 5.0 points or greater,Bk pain vas 6-20wk <= 3,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,0.0,20200101,20230101.0,,N
3046,G2137,10,3,Back pain measured by the visual analog scale (vas) or numeric pain scale at three months (6 - 20 weeks) postoperatively was greater than 3.0 and back pain measured by the visual analog scale (vas) or numeric pain scale within three months preoperatively and at three months (6 - 20 weeks) postoperatively demonstrated improvement of less than 5.0 points,Bk pain vas 6-20wk > 3,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,0.0,20200101,20240101.0,,N
3047,G2138,10,3,Back pain as measured by the visual analog scale (vas) or numeric pain scale at one year (9 to 15 months) postoperatively was less than or equal to 3.0 or back pain measured by the visual analog scale (vas) or numeric pain scale within three months preoperatively and at one year (9 to 15 months) postoperatively demonstrated an improvement of 5.0 points or greater,Bk pain vas 9-15mo <= 3,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,0.0,20200101,20230101.0,,N
3048,G2139,10,3,Back pain measured by the visual analog scale (vas) or numeric pain scale at one year (9 to 15 months) postoperatively was greater than 3.0 and back pain measured by the visual analog scale (vas) or numeric pain scale within three months preoperatively and at one year (9 to 15 months) postoperatively demonstrated improvement of less than 5.0 points,Bk pain vas 9-15mo > 3,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,0.0,20200101,20240101.0,,N
3049,G2140,10,3,Leg pain measured by the visual analog scale (vas) or numeric pain scale at three months (6 - 20 weeks) postoperatively was less than or equal to 3.0 or leg pain measured by the visual analog scale (vas) or numeric pain scale within three months preoperatively and at three months (6 - 20 weeks) postoperatively demonstrated an improvement of 5.0 points or greater,Leg pain vas 6-20wk <= 3,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,0.0,20200101,20230101.0,,N
3050,G2141,10,3,Leg pain measured by the visual analog scale (vas) or numeric pain scale at three months (6 - 20 weeks) postoperatively was greater than 3.0 and leg pain measured by the visual analog scale (vas) or numeric pain scale within three months preoperatively and at three months (6 - 20 weeks) postoperatively demonstrated improvement of less than 5.0 points,Leg pain vas 6-20wk > 3,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,0.0,20200101,20240101.0,,N
3051,G2142,10,3,Functional status measured by the oswestry disability index (odi version 2.1a) at one year (9 to 15 months) postoperatively was less than or equal to 22 or functional status measured by the odi version 2.1a within three months preoperatively and at one year (9 to 15 months) postoperatively demonstrated an improvement of 30 points or greater,Fs odi 9-15mo postop<= 22,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,0.0,20200101,20220101.0,,N
3052,G2143,10,3,Functional status measured by the oswestry disability index (odi version 2.1a) at one year (9 to 15 months) postoperatively was greater than 22 and functional status measured by the odi version 2.1a within three months preoperatively and at one year (9 to 15 months) postoperatively demonstrated an improvement of less than 30 points,Fs odi 9-15mo > 22,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,0.0,20200101,20220101.0,,N
3053,G2144,10,3,Functional status measured by the oswestry disability index (odi version 2.1a) at three months (6-20 weeks) postoperatively was less than or equal to 22 or functional status measured by the odi version 2.1a within three months preoperatively and at three months (6-20 weeks) postoperatively demonstrated an improvement of 30 points or greater,Fs odi 6-20wk postop <= 22,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,0.0,20200101,20220101.0,,N
3054,G2145,10,3,Functional status measured by the oswestry disability index (odi version 2.1a) at three months (6 - 20 weeks) postoperatively was greater than 22 and functional status measured by the odi version 2.1a within three months preoperatively and at three months (6 - 20 weeks) postoperatively demonstrated an improvement of less than 30 points,Fsodi 6-20wk >22 or chg 30pt,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,0.0,20200101,20220101.0,,N
3055,G2146,10,3,Leg pain as measured by the visual analog scale (vas) or numeric pain scale at one year (9 to 15 months) postoperatively was less than or equal to 3.0 or leg pain measured by the visual analog scale (vas) or numeric pain scale within three months preoperatively and at one year (9 to 15 months) postoperatively demonstrated an improvement of 5.0 points or greater,Leg pain vas 9-15mo <= 3,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,0.0,20200101,20230101.0,,N
3056,G2147,10,3,Leg pain measured by the visual analog scale (vas) or numeric pain scale at one year (9 to 15 months) postoperatively was greater than 3.0 and leg pain measured by the visual analog scale (vas) or numeric pain scale within three months preoperatively and at one year (9 to 15 months) postoperatively demonstrated improvement of less than 5.0 points,Leg pain vas 9-15mo > 3,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,0.0,20200101,20240101.0,,N
3057,G2148,10,3,Multimodal pain management was used,Mpm used,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,0.0,20200101,20220101.0,,N
3058,G2149,10,3,"Documentation of medical reason(s) for not using multimodal pain management (e.g., allergy to multiple classes of analgesics, intubated patient, hepatic failure, patient reports no pain during pacu stay, other medical reason(s))",No mpm med rsn,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,0.0,20200101,20200101.0,,N
3059,G2150,10,3,Multimodal pain management was not used,No mpm,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,0.0,20200101,20220101.0,,N
3060,G2151,10,3,"Documentation stating patient has a diagnosis of a degenerative neurological condition such as als, ms, or parkinson's diagnosed at any time before or during the episode of care",Dx degen neuro,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,0.0,20200101,20210101.0,,N
3061,G2152,10,3,Residual score for the neck impairment successfully calculated and the score was equal to zero (0) or greater than zero (> 0),Res change sc >=0,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,0.0,20200101,20230101.0,,N
